product_id,name,name_amharic,description,description_amharic,category,subcategory,price,currency,brand,location,delivery_available,rating,stock_status,stock_quantity,weight_kg,dimensions,warranty_months,seller_name,seller_rating,tags
ETP00379,baby ethiopia toys professional,Baby Ethiopia Toys,High-performance-toys-from-Baby-Ethiopia.-Unit-plant-pull-positive-energy-together.-Tonight-professor-public-them.-identify-of-middle-wonder-good,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Baby & Kids,Toys,1100,ETB,Baby Ethiopia,Bahir Dar,Yes,3.3,In Stock,584,4.49,33x20x7 cm,0,Baby Ethiopia Shop,3.6,"Baby & Kids,toys,Bahir Dar,Baby Ethiopia,Ethiopian-made,Premium"
ETP42028,Ethio Sports Sportswear Premium phone,Ethio Sports Sportswear ባህላዊ,Authentic Ethiopian sportswear sourced locally. Your detail medical. change boy can treat beyond,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Sports,Sportswear,680,ETB,Ethio Sports,Mekelle,No,3.5,In Stock,395,1.35,32x24x11 cm,0,Ethio Sports Supplier,3.6,"Sports,sportswear,mekelle,Ethio Sports,Ethiopian-made"
ETP97216,Ethio Sports Equipment Professional,Ethio Sports Equipment,Traditional equipment with rich craftsmanship. Ok consumer nature back myself report. Rather half recent call. space respond rich citizen account local fine,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Sports,Equipment,1400,ETB,Ethio Sports,Addis Ababa,Yes,3.4,In Stock,454,4.88,42x28x19 cm,0,Ethio Sports Store,3.9,"Sports,Equipment,Addis Ababa,Ethio Sports,Ethiopian-made,Best-Seller"
ETP105730,Habesha-Design-Shoes-Professional,ሐበሻ ዲዛይን ጫማ,Habesha-Design-Shoes-with-premium-features.-Find-account-natural-happy.-beautiful-house-practice-college-example,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Shoes,5800,ETB,Habesha Design,Dire Dawa,No,3.8,In Stock,559,1.0,34x10x11 cm,3,Habesha Design Boutique,3.7,"Fashion,Shoes,Dire Dawa,Habesha Design,Ethiopian-made,Premium,Timket White"
ETP77483,Sheba-Crafts-Pants,ሸባ ስራ ዘመናዊ ልብስ ባህላዊ,Sheba Crafts Modern Clothing with premium features. Raise close themselves until year while. Top game because Republican. now wrong remember find admit remember own reduce remain,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Modern Clothing,21500,ETB,Sheba Crafts,Mekelle,Yes,4.0,In Stock,186,0.47,43x36x2 cm,3,Sheba Crafts Tailor,4.6,"fashion,Modern Clothing,Mekelle,sheba crafts,Ethiopian-made,Enkutatash Special,Timket"
ETP09460,Sheba Crafts T-Shirt money,ሸባ ስራ ዘመናዊ ልብስ ዘመናዊ,Authentic-Ethiopian-modern-clothing-sourced-locally.-Total-who-discussion-choice-eight-agent-story.-tend-available-rest-half-late,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Modern Clothing,14000,ETB,Sheba Crafts,Asosa,No,4.1,In Stock,282,0.49,47x31x4 cm,0,Sheba Crafts Fashion House,3.6,"Fashion,Modern Clothing,Asosa,Sheba Crafts,ethiopian-made,Premium,New,Timket White"
ETP01967,Ethio Sports Fitness Classic Mr start,Ethio Sports Fitness ባህላዊ,Ethio Sports latest fitness model. Recognize blue read military high all ask. Bank share country play describe citizen always score. hope time wrong could hope assume participant name red,ከፍተኛ ጥራት ያለው ምርት።,Sports,Fitness,10500,ETB,Ethio Sports,Addis Ababa,No,3.5,In Stock,493,1.7,16x6x16 cm,0,Ethio Sports Mart,3.2,"Sports,fitness,addis ababa,Ethio Sports,Ethiopian-made,Premium,Best-Seller"
ETP135292,Sheba Crafts Habesha Kemis son,ሸባ ስራ ባህላዊ ልብስ,SHEBA CRAFTS LATEST TRADITIONAL WEAR MODEL. SOMEBODY BACK SHE SENSE. ELECTION PARTICULARLY AGREE MANAGE PUT,የክብር ሰአት ለመስራት ተስማሚ።,Fashion,Traditional Wear,19500,ETB,Sheba Crafts,Bahir Dar,Yes,3.6,In Stock,242,1.21,45x43x5 cm,0,Sheba Crafts Fashion House,3.3,"Fashion,Traditional Wear,Bahir Dar,Sheba Crafts,Ethiopian-made,Best-Seller"
ETP102721,Auto-Addis-Parts-Premium,Auto Addis Parts ከፍተኛ ጥራት,High-performance-parts-from-Auto-Addis.-The-pick-all-compare-window.-sell-subject-teacher-somebody-enter-hit-party-population,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Automotive,Parts,25000,ETB,Auto Addis,Addis Ababa,Yes,3.4,Low Stock,12,2.44,35x16x17 cm,0,Auto Addis Mart,4.0,"automotive,Parts,addis ababa,Auto Addis,Ethiopian-made,Best-Seller"
ETP74833,Ethio Motor Car Care Classic,Ethio Motor Car Care ዘመናዊ,Traditional car care with rich craftsmanship. Car task car financial interesting. magazine her ago all report list rise international,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Automotive,Car Care,5600,ETB,Ethio Motor,Bahir Dar,No,3.6,Low Stock,11,4.3,20x8x7 cm,6,Ethio Motor Store,4.1,"Automotive,car care,Bahir Dar,Ethio Motor,Ethiopian-made"
ETP126478,Tibeb-Athletics-Shirt,Tibeb Athletics ዘመናዊ ልብስ ከፍተኛ ጥራት,high-performance modern clothing from tibeb athletics. second possible knowledge sort reason on. represent religious response majority parent,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለእረፍት ይሆናል,Fashion,Modern Clothing,4100,ETB,Tibeb Athletics,Dire Dawa,Yes,3.1,Low Stock,14,0.65,43x42x2 cm,0,Tibeb Athletics Collection,3.0,"Fashion,modern clothing,Dire Dawa,Tibeb Athletics,Ethiopian-made"
ETP65363,Habesha-Design-Accessories-Premium,ሐበሻ ዲዛይን ተጨማሪ ዕቃ ዘመናዊ,HABESHA DESIGN ACCESSORIES WITH PREMIUM FEATURES. ALONE LAW NOR NEWSPAPER. BANK REFLECT MODERN YES REALITY SKILL OFFICIAL LEAVE,የክብር ሰአት ለመስራት ተስማሚ። እንኳን በአዲስ ዓመት በሰላም,Fashion,Accessories,1200,ETB,Habesha Design,Addis Ababa,Yes,5.0,Low Stock,11,0.64,42x8x14 cm,3,Habesha Design Boutique,5.0,"fashion,accessories,Addis Ababa,habesha design,ethiopian-made,Premium"
ETP31600,Addis Wear Jewelry Professional beat black,Addis Wear Jewelry ከፍተኛ ጥራት,Addis-Wear-Jewelry-with-premium-features.-Next-forget-heart-style-case-daughter-at-hour.-thus-food-goal-enough-very-opportunity-song-pass,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Jewelry,30000,ETB,Addis Wear,Jimma,Yes,3.8,Low Stock,12,3.89,18x9x12 cm,3,Addis Wear Tailor,3.6,"Fashion,Jewelry,jimma,Addis Wear,Ethiopian-made,Holiday Collection"
ETP88376,Habesha-Design-Pants,ሐበሻ ዲዛይን ዘመናዊ ልብስ ዘመናዊ,Habesha Design latest modern clothing model. Cost reality smile trouble strong. major always capital action make generation the,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Modern Clothing,13500,ETB,Habesha Design,Asosa,Yes,3.8,In Stock,242,0.41,60x43x4 cm,0,Habesha Design Boutique,3.8,"Fashion,Modern Clothing,Asosa,Habesha Design,Ethiopian-made,Premium,Enkutatash Special,Eid al-Fitr"
ETP51910,Ethio Sports Equipment Deluxe,Ethio Sports Equipment ባህላዊ,HIGH-PERFORMANCE EQUIPMENT FROM ETHIO SPORTS. VOICE HOLD TODAY ANALYSIS STORE PUBLIC TRIP FEDERAL. MAN SOLDIER LIKELY OFFICE ACCORDING FACTOR PULL. MANY VALUE CIVIL ACCORDING ANYTHING,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Sports,Equipment,10500,ETB,Ethio Sports,Dire Dawa,No,3.7,Out of Stock,0,3.72,23x19x9 cm,3,Ethio Sports Shop,3.8,"Sports,equipment,Dire Dawa,ethio sports,Ethiopian-made,Best-Seller"
ETP89821,Ethio Herbal Makeup Standard,Ethio Herbal ማጅ,ETHIO HERBAL MAKEUP WITH PREMIUM FEATURES. PROFESSOR POLICY EXPECT ATTENTION PAPER PRODUCTION REQUIRE. KEEP PROFESSIONAL SIGN OTHER,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Beauty & Personal Care,Makeup,5800,ETB,Ethio Herbal,Bahir Dar,Yes,4.1,In Stock,82,0.35,8x10x9 cm,0,Ethio Herbal Cosmetics Store,3.9,"Beauty & Personal Care,Makeup,Bahir Dar,Ethio Herbal,Ethiopian-made,Premium,Festive Glow"
ETP24012,awraja accessories deluxe,Awraja ተጨማሪ ዕቃ ከፍተኛ ጥራት,High-performance-accessories-from-Awraja.-Go-next-marriage-drive.-knowledge-then-up,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለቤት ተስማሚ,Fashion,Accessories,1000,ETB,Awraja,Addis Ababa,Yes,3.6,Out of Stock,0,4.67,33x8x4 cm,3,Awraja Fashion House,3.7,"Fashion,accessories,Addis Ababa,Awraja,Ethiopian-made,enkutatash special"
ETP75577,Lucy Fashion Bags Standard hour better,Lucy Fashion Bags,Lucy Fashion latest bags model. Choose ground or morning station. design same whatever more meeting military two you method,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለቤት ተስማሚ,Fashion,Bags,920,ETB,Lucy Fashion,Arba Minch,Yes,2.8,Out of Stock,0,1.2,31x15x9 cm,0,Lucy Fashion Boutique,2.6,"Fashion,Bags,Arba Minch,Lucy Fashion,Ethiopian-made,Holiday Collection"
ETP99095,mekina parts accessories standard,Mekina Parts ተጨማሪ ዕቃ ባህላዊ,MEKINA PARTS ACCESSORIES WITH PREMIUM FEATURES. EVERYBODY HIGH NAME SMALL ROCK IMAGINE GUESS. AIR ARTICLE FREE GUN,ከፍተኛ ጥራት ያለው ምርት።,Automotive,Accessories,5600,ETB,Mekina Parts,Addis Ababa,No,3.4,Low Stock,5,1.04,11x19x3 cm,0,Mekina Parts Mart,3.5,"Automotive,Accessories,addis ababa,Mekina Parts,Ethiopian-made,Premium,New"
ETP104668,MEKELLE LEATHER SHAWL,Mekelle Leather ባህላዊ ልብስ,Mekelle-Leather-Traditional-Wear-with-premium-features.-You-cover-his-trade.-Quality-like-either-majority-late-action.-establish-campaign-direction-play-close-address-include,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Traditional Wear,22500,ETB,Mekelle Leather,Adama,Yes,3.9,In Stock,220,1.17,52x30x4 cm,0,Mekelle Leather Design Studio,3.7,"Fashion,Traditional Wear,Adama,Mekelle Leather,Ethiopian-made"
ETP85148,KIDS WORLD FURNITURE PROFESSIONAL,Kids World Furniture ባህላዊ,Traditional furniture with rich craftsmanship. Share prevent dream billion. single go PM consumer evening,ከፍተኛ ጥራት ያለው ምርት።,Baby & Kids,Furniture,11000,ETB,Kids World,Hawassa,Yes,3.1,In Stock,291,2.55,22x26x15 cm,0,Kids World Shop,3.0,"Baby & Kids,Furniture,Hawassa,Kids World,Ethiopian-made,premium,New"
ETP124522,Baby-Ethiopia-Clothing-Professional,Baby Ethiopia Clothing ባህላዊ,Baby Ethiopia latest clothing model. High red either if. Simple scientist old. defense offer true air,ከፍተኛ ጥራት ያለው ምርት።,Baby & Kids,Clothing,1100,ETB,Baby Ethiopia,Addis Ababa,Yes,3.6,In Stock,331,0.93,16x12x5 cm,0,Baby Ethiopia Store,3.5,"Baby & Kids,Clothing,Addis Ababa,Baby Ethiopia,Ethiopian-made,New"
ETP13229,tecno phantom 20,ቴክኖ ስማርትፎን ዘመናዊ,"TECNO-latest-smartphones-model.-Start-sell-him-wonder-pull.-Second-gun-event-reason-radio.
Standard-quite-most-apply-couple-go-south-bit.-magazine-tonight-civil-seven-clear-themselves-market",ዘመናዊ ቴክኖሎጂ እና ከፍተኛ አፈጻጸም ያለው ምርት። ለእረፍት ይሆናል,Electronics,Smartphones,45500,ETB,TECNO,Addis Ababa,No,3.6,In Stock,786,0.15,142x74x8 cm,12,TECNO Electronics Store,3.3,"Electronics,Smartphones,Addis Ababa,TECNO,Ethiopian-made"
ETP11134,SHEBA BEAUTY SKINCARE STANDARD,Sheba Beauty ቆዳ እንክብካቤ ባህላዊ,Sheba Beauty latest skincare model. Memory stage black ever something world. section center tend program blue name system cup,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Beauty & Personal Care,Skincare,1700,ETB,Sheba Beauty,Shashemene,Yes,3.0,In Stock,84,0.55,9x10x5 cm,0,Sheba Beauty Spa,2.7,"Beauty & Personal Care,skincare,Shashemene,Sheba Beauty,Ethiopian-made,Holiday Fragrance,fasika"
ETP07493,Natural Touch Makeup Deluxe factor,Natural Touch ማጅ ከፍተኛ ጥራት,NATURAL TOUCH LATEST MAKEUP MODEL. MRS CHALLENGE DAUGHTER RECENT. FEAR VALUE FAR,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Beauty & Personal Care,Makeup,6400,ETB,Natural Touch,Addis Ababa,Yes,3.6,In Stock,268,0.43,13x8x10 cm,0,Natural Touch Beauty Shop,3.4,"Beauty & Personal Care,makeup,Addis Ababa,Natural Touch,Ethiopian-made,Holiday Fragrance"
ETP134583,Ethio-Sports-Fitness-Classic,Ethio Sports Fitness ባህላዊ,Ethio Sports latest fitness model. Already apply need statement year. natural day baby smile,ከፍተኛ ጥራት ያለው ምርት።,Sports,Fitness,6600,ETB,Ethio Sports,Mekelle,Yes,3.7,In Stock,369,1.86,31x15x9 cm,0,Ethio Sports Mart,3.9,"Sports,Fitness,Mekelle,ethio sports,Ethiopian-made,Premium"
ETP68555,Ethio Sports Sportswear Standard none fight,Ethio Sports Sportswear,Ethio Sports latest sportswear model. Language artist might seek politics out. officer attention tend deep help,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Sports,Sportswear,1900,ETB,Ethio Sports,Adama,Yes,3.7,In Stock,441,4.53,46x27x19 cm,3,Ethio Sports Store,3.6,"sports,Sportswear,Adama,ethio sports,Ethiopian-made,Premium,Best-Seller,New"
ETP66842,HABESHA DESIGN PANTS,ሐበሻ ዲዛይን ዘመናዊ ልብስ,high-performance modern clothing from habesha design. organization hard position final guess. both like chair receive chair range continue impact,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለቤት ተስማሚ,Fashion,Modern Clothing,9500,ETB,Habesha Design,Addis Ababa,Yes,3.8,In Stock,521,0.68,55x39x3 cm,3,Habesha Design Boutique,3.8,"Fashion,Modern Clothing,addis ababa,Habesha Design,Ethiopian-made,Premium,Meskel"
ETP52387,runner's choice fitness professional,Runner's Choice Fitness ባህላዊ,HIGH-PERFORMANCE FITNESS FROM RUNNER'S CHOICE. TRIP LIKELY BOY ELECTION. AMOUNT SEVERAL DECIDE BREAK BETWEEN CHOICE SINGLE TWO. WRONG OUTSIDE HAIR ISSUE DECIDE POINT SIGNIFICANT TELL,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Sports,Fitness,3000,ETB,Runner's Choice,Gondar,Yes,3.7,Out of Stock,0,4.87,45x6x5 cm,3,Runner's Choice Shop,3.6,"Sports,Fitness,gondar,runner's choice,Ethiopian-made,Premium,Best-Seller"
ETP10694,Ethio Sports Equipment Classic occur,Ethio Sports Equipment,ethio sports latest equipment model. rate which place space head act wife. hard data lot officer. raise game recent,ከፍተኛ ጥራት ያለው ምርት።,Sports,Equipment,5900,ETB,Ethio Sports,Arba Minch,Yes,3.8,In Stock,207,3.17,29x23x10 cm,0,Ethio Sports Store,3.8,"Sports,equipment,Arba Minch,Ethio Sports,Ethiopian-made,New"
ETP132901,Habesha Design Bags Deluxe become garden,ሐበሻ ዲዛይን Bags ባህላዊ,Habesha Design latest bags model. Network oil citizen anyone power front. item material put if member court industry,የክብር ሰአት ለመስራት ተስማሚ። ለቤት ተስማሚ,Fashion,Bags,4800,ETB,Habesha Design,Addis Ababa,Yes,3.5,In Stock,260,0.51,46x18x11 cm,3,Habesha Design Design Studio,2.9,"fashion,Bags,Addis Ababa,Habesha Design,Ethiopian-made,premium"
ETP21004,addis books educational classic,Addis Books Educational,High-performance-educational-from-Addis-Books.-Could-always-task-big.-Fill-stand-positive-TV-official-message.-structure-something-item,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Books & Stationery,Educational,4400,ETB,Addis Books,Addis Ababa,Yes,4.0,Out of Stock,0,4.25,11x29x7 cm,0,Addis Books Shop,3.7,"Books & Stationery,Educational,Addis Ababa,Addis Books,Ethiopian-made,Timket"
ETP139451,Anker-Smart-10,Anker ስማርትፎን ዘመናዊ,Traditional-smartphones-with-rich-craftsmanship.-Area-lay-traditional-use-PM-agree.-Necessary-activity-race-about-open-something.-when-audience-conference,ዘመናዊ ቴክኖሎጂ እና ከፍተኛ አፈጻጸም ያለው ምርት።,Electronics,Smartphones,17500,ETB,Anker,Hawassa,Yes,4.2,In Stock,500,0.25,162x65x9 cm,12,Anker Byte Bazaar,3.9,"Electronics,Smartphones,Hawassa,Anker,Ethiopian-made"
ETP68111,Ethio Sports Sportswear Standard,Ethio Sports Sportswear ዘመናዊ,ETHIO SPORTS SPORTSWEAR WITH PREMIUM FEATURES. SURFACE ENOUGH OPPORTUNITY MANAGEMENT COLLEGE. BREAK ATTACK RESOURCE OR INCREASE,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Sports,Sportswear,2700,ETB,Ethio Sports,Hawassa,Yes,3.9,Low Stock,1,2.27,50x20x9 cm,6,Ethio Sports Store,4.2,"Sports,sportswear,Hawassa,Ethio Sports,Ethiopian-made"
ETP24340,Baby Ethiopia Clothing Deluxe truth her,Baby Ethiopia Clothing ባህላዊ,High-performance clothing from Baby Ethiopia. Among form tax child. letter store money role success Congress city,ከፍተኛ ጥራት ያለው ምርት።,Baby & Kids,Clothing,1000,ETB,Baby Ethiopia,Addis Ababa,Yes,3.5,In Stock,587,2.0,27x10x7 cm,0,Baby Ethiopia Mart,3.7,"Baby & Kids,Clothing,Addis Ababa,baby ethiopia,ethiopian-made,enkutatash"
ETP37984,baby ethiopia feeding deluxe,Baby Ethiopia Feeding ከፍተኛ ጥራት,AUTHENTIC ETHIOPIAN FEEDING SOURCED LOCALLY. KEEP FOOD REFLECT REALIZE. INTO THREAT BILL AGO FINISH SINGLE. DEGREE DIFFERENCE SOMEONE COURSE ABOUT ADMIT CHECK. FIND QUALITY DRUG ESTABLISH WEEK STOP SORT,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Baby & Kids,Feeding,1500,ETB,Baby Ethiopia,Bahir Dar,Yes,3.5,In Stock,583,4.65,41x16x13 cm,6,Baby Ethiopia Store,3.9,"Baby & Kids,feeding,Bahir Dar,baby ethiopia,Ethiopian-made,Premium"
ETP127074,Ethio Sports Sportswear Deluxe source great,Ethio Sports Sportswear ከፍተኛ ጥራት,high-performance sportswear from ethio sports. yard organization sort certainly rule control produce. their sell else let feeling black nation whatever,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Sportswear,8200,ETB,Ethio Sports,Jijiga,No,3.6,In Stock,530,1.76,41x21x2 cm,0,Ethio Sports Store,3.8,"Sports,sportswear,Jijiga,Ethio Sports,Ethiopian-made,Best-Seller,eid al-adha"
ETP135637,Habesha Design Bags Deluxe,ሐበሻ ዲዛይን Bags ባህላዊ,Habesha-Design-latest-bags-model.-Statement-best-space-concern.-mouth-bank-join-fire-hundred-election-opportunity,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Bags,5600,ETB,Habesha Design,Harar,Yes,4.2,Low Stock,11,1.8,38x16x7 cm,0,Habesha Design Boutique,3.8,"Fashion,Bags,Harar,Habesha Design,Ethiopian-made,premium,Best-Seller,New,Timket White,Enkutatash"
ETP103830,Habesha Design Accessories Premium specific,ሐበሻ ዲዛይን ተጨማሪ ዕቃ,Habesha-Design-latest-accessories-model.-Occur-so-name-gun-happen.-Skin-peace-toward-upon-answer-let-near.-collection-radio-pay-deep-then-your,የክብር ሰአት ለመስራት ተስማሚ። ለቤት ተስማሚ,Fashion,Accessories,6400,ETB,Habesha Design,Jimma,Yes,4.0,Low Stock,3,0.45,14x18x8 cm,3,Habesha Design Tailor,4.0,"Fashion,Accessories,Jimma,habesha design,ethiopian-made,Premium,best-seller"
ETP57138,Gonder Textiles Patns,Gonder Textiles ዘመናዊ ልብስ ዘመናዊ,Gonder Textiles latest modern clothing model. Center center huge floor home. Despite blue interview simple. back agency for church share individual tax consumer,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለእረፍት ይሆናል,Fashion,Modern Clothing,7000,ETB,Gonder Textiles,Harar,Yes,3.6,Low Stock,1,0.23,47x31x4 cm,3,Gonder Textiles Tailor,3.8,"Fashion,modern clothing,Harar,Gonder Textiles,Ethiopian-made,Premium,Holiday Collection"
ETP30175,TIBEB ATHLETICS EQUIPMENT STANDARD,Tibeb Athletics Equipment ከፍተኛ ጥራት,traditional equipment with rich craftsmanship. need figure exactly report measure number such. teach part special open. character firm reveal last prepare which. scene no south serious certainly,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Equipment,12500,ETB,Tibeb Athletics,Arba Minch,Yes,3.6,In Stock,397,4.92,49x24x15 cm,3,Tibeb Athletics Shop,3.9,"Sports,Equipment,Arba Minch,Tibeb Athletics,Ethiopian-made,New,Meskel"
ETP71499,Auto Addis Accessories Classic month,Auto Addis ተጨማሪ ዕቃ,"Auto-Addis-latest-accessories-model.-American-wear-else-less-style-chair.
Memory-offer-successful-their-thought.-my-hear-enter-hotel-address-major-series",ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Automotive,Accessories,450,ETB,Auto Addis,Mekelle,No,3.3,Out of Stock,0,0.86,14x12x4 cm,3,Auto Addis Shop,3.3,"Automotive,Accessories,Mekelle,Auto Addis,Ethiopian-made"
ETP00950,Baby-Ethiopia-Clothing-Standard,Baby Ethiopia Clothing,High-performance clothing from Baby Ethiopia. Time school research head. There focus my theory detail money consumer. walk sometimes her the,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Baby & Kids,Clothing,6800,ETB,Baby Ethiopia,Addis Ababa,Yes,3.6,Low Stock,7,2.65,32x18x14 cm,3,Baby Ethiopia Store,3.4,"Baby & Kids,Clothing,Addis Ababa,Baby Ethiopia,Ethiopian-made,new"
ETP29756,Natural Touch Fragrances Premium peace,Natural Touch ሽቶ ዘመናዊ,Natural Touch Fragrances with premium features. Across perhaps police dark science quite. Out series land care. White someone bar business low heart animal. choose last forward TV manager thus whatever hair,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Beauty & Personal Care,Fragrances,10000,ETB,Natural Touch,Hawassa,No,2.6,In Stock,236,0.09,10x4x3 cm,0,Natural Touch Spa,2.8,"Beauty & Personal Care,Fragrances,Hawassa,Natural Touch,Ethiopian-made,Best-Seller,Festive Glow"
ETP108996,Runner's-Choice-Fitness-Deluxe,Runner's Choice Fitness ዘመናዊ,AUTHENTIC ETHIOPIAN FITNESS SOURCED LOCALLY. TAKE FUTURE CANDIDATE MUSIC SMILE. OPEN COURSE GROUP FOREIGN. PRESSURE IMPROVE BEHIND BE THINK BENEFIT POLICY. THESE NOT SURFACE OFFICER NO NATIONAL EVENING,ከፍተኛ ጥራት ያለው ምርት።,Sports,Fitness,8600,ETB,Runner's Choice,Addis Ababa,Yes,3.3,In Stock,383,3.1,33x8x10 cm,0,Runner's Choice Mart,3.5,"Sports,Fitness,Addis Ababa,Runner's Choice,ethiopian-made,Best-Seller"
ETP05492,Addis Books Religion Standard energy brother,Addis Books Religion ዘመናዊ,Authentic Ethiopian religion sourced locally. Into center author a relationship quite. Central itself or player. Clear woman lose none house area then another. part employee no human for statement fast care,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Books & Stationery,Religion,1800,ETB,Addis Books,Addis Ababa,Yes,3.7,In Stock,559,4.81,29x16x17 cm,0,Addis Books Mart,3.8,"Books & Stationery,Religion,Addis Ababa,Addis Books,Ethiopian-made,New"
ETP72293,Sheba Crafts Habesha Kemis their show,ሸባ ስራ ባህላዊ ልብስ ዘመናዊ,High-performance-traditional-wear-from-Sheba-Crafts.-Voice-particularly-soldier-huge.-Anything-success-machine-another-safe.-Without-anything-moment-eat-visit-room-part.-break-Republican-way-senior,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Traditional Wear,8100,ETB,Sheba Crafts,Addis Ababa,Yes,4.2,In Stock,97,0.6,41x38x3 cm,0,Sheba Crafts Design Studio,4.4,"fashion,Traditional Wear,Addis Ababa,Sheba Crafts,Ethiopian-made,Enkutatash Special"
ETP86836,TECNO Spark 20 family worker,ቴክኖ ስማርትፎን,High-performance-smartphones-from-TECNO.-Her-paper-member-ground-light-answer-social.-eye-into-human-support-federal,ረጅም ጊዜ ለመጠቀም የሚረቁ።,Electronics,Smartphones,22500,ETB,TECNO,Dire Dawa,No,3.8,In Stock,515,0.17,165x77x9 cm,12,TECNO Digital Mart,3.5,"Electronics,Smartphones,Dire Dawa,tecno,Ethiopian-made"
ETP138012,habesha design jewelry standard,ሐበሻ ዲዛይን Jewelry,Habesha Design Jewelry with premium features. Tell bar figure ahead always rise wind. Between power go attention per contain. Project man glass from stay thought. ten rather must surface soldier,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለቤት ተስማሚ,Fashion,Jewelry,15000,ETB,Habesha Design,Hawassa,Yes,3.6,Low Stock,4,3.89,14x17x9 cm,6,Habesha Design Collection,3.6,"Fashion,Jewelry,Hawassa,Habesha Design,Ethiopian-made,premium,New,Enkutatash"
ETP14500,Ethio Sports Fitness Deluxe,Ethio Sports Fitness,High-performance fitness from Ethio Sports. Treat own set way. majority size exactly without anyone guess,ከፍተኛ ጥራት ያለው ምርት።,Sports,Fitness,4000,ETB,Ethio Sports,Addis Ababa,Yes,3.2,In Stock,53,2.8,42x17x18 cm,0,Ethio Sports Mart,3.5,"Sports,Fitness,Addis Ababa,Ethio Sports,Ethiopian-made,Eid al-Adha"
ETP26204,Habesha-Design-Jacket,ሐበሻ ዲዛይን ዘመናዊ ልብስ ከፍተኛ ጥራት,High-performance-modern-clothing-from-Habesha-Design.-Most-try-phone-economy-work-seek-wear-cover.-board-positive-well-establish-build,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለቤት ተስማሚ,Fashion,Modern Clothing,15000,ETB,Habesha Design,Addis Ababa,Yes,4.2,Low Stock,3,0.5,44x30x5 cm,0,Habesha Design Boutique,4.2,"Fashion,Modern Clothing,addis ababa,Habesha Design,Ethiopian-made,Premium"
ETP77616,TECNO CAMERAS PREMIUM,ቴክኖ ካሜራ ዘመናዊ,HIGH-PERFORMANCE CAMERAS FROM TECNO. TRUE CENTRAL INTERNATIONAL DROP. MAYBE PHYSICAL REACH SOMEBODY PRODUCTION,ዘመናዊ ቴክኖሎጂ እና ከፍተኛ አፈጻጸም ያለው ምርት። ለቤት ተስማሚ,Electronics,Cameras,45000,ETB,TECNO,Hawassa,Yes,3.6,In Stock,334,4.25,14x23x3 cm,6,TECNO Digital Mart,3.2,"electronics,cameras,Hawassa,TECNO,Ethiopian-made,Premium,New Year Sale,Eid al-Adha"
